Cleaned_Sentence,Sentiment
steelmaker say drop profit explain continue economic uncertainty mixed current drought bank lending result decline demand product customer find increasingly difficult fund operation .,0
$ spy weak close,0
compass group say positive year ahead,2
upmkymmene say indicated interest domestic consolidation .,1
also turn earnings per share eps eur 0.44 versus loss per share eur 2.26 .,2
janno reiljan member eesti energia supervisory board say owner narva power grid inform eesti energia wish sell .,1
antibody administer repeated dos 8 mgkg generally well tolerate pharmacokinetic characteristic btt1023 psoriasis patient consistent observe previously complete study rheumatoid arthritis ra patient .,1
medium advisory ntsb say subsequent test train detection system intermittently fail .,1
accord honka japan manage director marko saarelainen honkarakenne export 200 ready make log house japan year .,1
consolidate unaudited result amanda capital ifrs reporting standard .,1
finnish daily kauppalehti surmise finnish supplier rautaruukki raise price aker comfort zone .,1
tornio work employ 2300 1800 scope fixedperiod parttime temporary layoff apriloctober period .,1
result tax loss 25.0 million euro .,1
bhp billiton drag ftse low slash dividend,0
alma medium hold 70 % company remain share own company key employee .,1
member oneworld alliance include american airline british airway .,1
many commercial vessel get stuck narrow bay bothnia ice thicker around aaland island .,1
follow acquisition relacom strengthen presence finland serve operator office market mobile fix network construction installation maintenance service .,2
ponsse project forest machine market improve expect 2010 previous year .,2
ahlstrom corporation anne pirila director financial communication distribution helsinki stock exchange main medium ahlstrom brief ahlstrom leader development manufacture marketing high performance fiberbased material .,1
1 february 2011 finnish textile clothing company marimekko oyj hel mmo1v say today preliminary operating profit grow eur8 .2 2010 eur6 .3 2009 .,2
price raw material aluminium go end 2005 company considers outlook 2006 favourable .,2
volatility squeeze $ aapl . hope get resolve upside,1
ramirent net sale second quarterended june 30 euro 128.7 million u.s. $ 163 million 3.3percent increase compare euro 124.6 million thesecond quarter last year .,2
fortum hold 90.2 pct share capital 94.4 pct voting right company plan delist warsaw stock exchange .,1
northrhine westphalia issue benchmark 5 year fix rate deal euro .,1
fsecure report first half 2008 see grow number target malware attack individual company organization .,1
$ yelp wayyy overvalue right imo . trading single digit . may take short po . earnings . near term target 18 ......,0
domestic business bestin already close finnish dog owner .,2
donation grant aalto university university helsinki tampere turku eastern finland jyvskyl oulu vaasa polytechnic announce later .,1
neste oil extend yesterday gain put 0.49 pct 22.72 eur utility fortum shed 1.14 pct 20.76 eur .,1
$ tsla available shorting time ? $ w ?,0
finnish neste oil previously list fallen list completely .,1
webcast may follow online company website .,1
yit say acquisition part strategy expansion central eastern european market .,2
hayward calif.based target design active casual dress footwear well boots sandal .,1
area highly value land already build .,1
company ready invest fund deal rostelecom rts rtkm .,2
qpr product family fully compatible microsoft window 7 operate system .,1
address location provide local controller preferably wireless transmission use address location access appliance control module .,1
use proceeds transaction achieve target .,1
$ unxl like ascend triangle 30minute chart . breakout come monday ! promising .,2
profit tax eur 4.0 mn eur 4.9 mn .,0
pleased work fujitsu ntt docomo advance progress lte say juergen walter head converge core nokia siemens network .,2
information release 5 september 2008 nokia american depositary share fell 8 % .,1
amer sport company develop manufacture technically advanced product improve performance active sport participant .,1
company pledge new software would render emails document much appear desktop computer .,1
rory fitzgerald general manager operation bristol port say use low maintenance technology save 30 per cent servicing plus load sensing hydraulics save u extra 15 30 per cent fuel consumption .,2
kingfisher takeover mr bricolage could hit brick wall,0
adpnews may 4 2010 finnish cutlery hand tool maker fiskars oyj abp hel fisa say today net profit decline eur 12.9 million usd 17m first quarter 2010 eur 17 million correspond,0
frost sell share $ 19 million $ 6.067 .12 per share compare friday high $ 11.33 low $ 10.14 .,1
accord preliminary data slovakia statistic office good worth e36 .4 million import finland january october 2010 make 0.1 percent slovakia total import .,1
niam offer financial investor high return via investment fund turn invest type property .,1
$ avgo great growth stk also raise dividend . clearly great investment,2
skf 6 april 2010 alandsbanken give buy recommendation swedish industrial company skf ab sto skf b share price target sek150 .,2
trading code eli1v number share 99483 priceshare gratuitous transfer elisa hold total 10435023 share .,1
deal subject approval norwegian competition authority .,1
fortum intend spend much euro 2.7 bn become sole owner tgk10 .,1
period sale drop eur 30.6 million eur 38.3 million accord interim report release today .,1
solution use upgrade network russian mso 37 different city russia .,2
combined activity create value shareholder good employee customer .,2
confirm view july 6 .,1
glencore blame rival create metal glut,0
estonia beer market overall grow three percent last year 130 million liter .,2
business transfer take effect 1 january 2007 connection 47 employee transfer elisa daxtum continue employee .,1
llc voice data management solution provider wireless company operation worldwide transfer u.s. deployment operation finnish mobile giant include civil work site acquisition service .,1
company also compensate act reserve batch plant .,2
. nice pop today . tell ya would green haha . funny bring . im actually work story $ nok moment,2
cerberus capital management lpbacked printing paper maker newpage corp. post mixed secondquarter result cast cloud plan initial public offering .,0
$ ino back small post,2
pension insurance company require diversify put much one asset class .,1
po ferry efficient powerful vessel dover calais route head shipbuilder rauma yard timo suistio say .,2
$ pcln back trendline 104,2
adp news feb 12 2009 finnish construction company lemminkainen oyj hel lem1s say today net profit decrease eur 63.5 million usd 81.1 2008 eur 80.6 million 2007 .,0
time nokia india large mnc seek topic could spark million approach creativity emerge market .,1
dont see . 200 day sma big hurdle . good base building . $ nflx,2
autotank group part aspo system division .,1
medium advisory ntsb say subsequent test train detection system intermittently fail .,0
wartsila contract october 2007 plant instal manturovo kostroma region russia 600 km northeast moscow russia .,2
elisa commission finland poyry telecom oy conduct study reception estonia large city besides tallinn .,1
fortum also block stake northwestern tgk1 .,1
report fullyear result august 22 .,1
agree company board director available advisory role .,1
kaupthing forecast finnishswedish stora enso close mill reisholz germany .,1
finnish silicon wafer technology company okmetic oyj omx helsinki okm1v report thursday 7 august operating profit eur5 .3 period januaryjune 2008 eur3 .3 correspond period 2007 .,2
ruukki include djsi world second year run european djsi stoxx third year running .,1
new credit suisse bos face stiff challenge asia,0
operating loss total eur 5.2 mn compare loss eur 3.4 mn correspond period 20082009 .,0
operating profit eur 0.1 mn eur 1.3 mn .,1
russia video international group hold control stake russian medium venture .,1
earnings per share eps amount loss eur0 .05 .,1
siriusxm add 465000 net new subscriber first quarter 2016 $ siri,2
nordic exchange omx offer access approximately 80 percent nordic baltic security market .,1
group business sector build construction infrastructure construction technical building service building product .,1
thanksto improvement demand adjustment make theutilization rate cramo fleet substantiallyimproved .,2
2009 net profit eur3m company pay dividend eur1 .30 apiece .,1
fda approves shire vyvanse bingeeating disorder,2
